normalized_term,skip_reason,count,raw_examples,recoverable
https //www dice com/jobs/detail/data-scientist 26 2347architect-with-polygraph-leidos-mclean--/scncapi2/tr 26 2345658383 icid sr281-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2347Architect-with-Polygraph-Leidos-Mclean--/SCNCAPI2/TR%26%2345658383?icid=sr281-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2347data-analyst-leidos-aurora-il-60502/scncapi2/tr 26 2345662034 icid sr282-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2347Data-Analyst-Leidos-Aurora-IL-60502/SCNCAPI2/TR%26%2345662034?icid=sr282-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2347machine-learning-consultant-techstar-consulting-inc -spring-valley-ny-10977/10201253/sampath dsml icid sr330-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2347Machine-Learning-Consultant-Techstar-Consulting-Inc.-Spring-Valley-NY-10977/10201253/sampath_dsml?icid=sr330-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 26 2347machine-learning-engineer-dedicated-tech-services 2c-inc - 28dts 29-columbus-oh-43215/90968525/6103 icid sr328-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%26%2347Machine-Learning-Engineer-Dedicated-Tech-Services%2C-Inc.-%28DTS%29-Columbus-OH-43215/90968525/6103?icid=sr328-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 2c-decision-analytics- 26 2345-minnetonka 2c-mn-unitedhealth-group-minnetonka-mn-55305/uhgbot/787246 icid sr338-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%2C-Decision-Analytics-%26%2345-Minnetonka%2C-MN-UnitedHealth-Group-Minnetonka-MN-55305/uhgbot/787246?icid=sr338-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 2c-machine-learning 2c-r 2c-python 2c-sparks 2c-predictive-model-primus-software-corp-warren-nj-07059/primusga/datascientistnj icid sr357-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%2C-Machine-Learning%2C-R%2C-Python%2C-Sparks%2C-Predictive-Model-Primus-Software-Corp-Warren-NJ-07059/primusga/datascientistnj?icid=sr357-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 2c-mid-booz-allen-hamilton-alexandria-va-20598/booz/j3r0yx77vk9mzrxnmqm icid sr167-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%2C-Mid-Booz-Allen-Hamilton-Alexandria-VA-20598/booz/J3R0YX77VK9MZRXNMQM?icid=sr167-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 2c-mn- 26 2345-direct-client-need-javen-technologies 2c-inc-richfield-mn-55423/10334594/632072 icid sr354-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%2C-MN-%26%2345-Direct-Client-Need-Javen-Technologies%2C-Inc-Richfield-MN-55423/10334594/632072?icid=sr354-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 2c-nlp-hff-houston-tx-77046/rtx164555/637970 icid sr160-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DATA-SCIENTIST%2C-NLP-HFF-Houston-TX-77046/RTX164555/637970?icid=sr160-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist 2c-search-engage2excel-toronto-on-m4b 1b4/rtl60836/633412 icid sr227-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist%2C-Search-Engage2Excel-Toronto-ON-M4B 1B4/RTL60836/633412?icid=sr227-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345 26 2345-phd- 26 2345 26 2345-relocation-to-santa-monica-provided-cybercoders-san-francisco-ca-94101/cybercod/me1 26 234514636811 icid sr324-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345%26%2345-PhD-%26%2345%26%2345-Relocation-to-Santa-Monica-Provided-CyberCoders-San-Francisco-CA-94101/cybercod/ME1%26%234514636811?icid=sr324-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-17726-hii 26 2345mission-driven-innovative-solutions 2c-inc -fairfax-va-20151/10116608/17726 icid sr163-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-17726-HII%26%2345Mission-Driven-Innovative-Solutions%2C-Inc.-Fairfax-VA-20151/10116608/17726?icid=sr163-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-analytics 2c-strategy-and-innovation-v 26 2345soft-consulting-group 2c-inc-chicago-il-60606/vsky001/lg52557 icid sr285-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Analytics%2C-Strategy-and-Innovation-V%26%2345Soft-Consulting-Group%2C-Inc-Chicago-IL-60606/vsky001/LG52557?icid=sr285-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-data-science-core-blackrock-new-york-ny-10055/10114248/r181668 icid sr278-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Data-Science-Core-BlackRock-New-York-NY-10055/10114248/R181668?icid=sr278-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-entry-to-experienced-level- 26 2345-30001024-national-security-agency-fort-meade-md-20755/10470536/30001024 icid sr315-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Entry-to-Experienced-Level-%26%2345-30001024-National-Security-Agency-Fort-Meade-MD-20755/10470536/30001024?icid=sr315-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-expert-leidos-bethesda--/scncapi2/tr 26 2345662835 icid sr168-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Expert-Leidos-Bethesda--/SCNCAPI2/TR%26%2345662835?icid=sr168-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-human-capital-analytics-leidos-bethesda--/scncapi2/tr 26 2345658203 icid sr284-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Human-Capital-Analytics-Leidos-Bethesda--/SCNCAPI2/TR%26%2345658203?icid=sr284-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-innovation-lab-citi-new-york-ny-10001/citi4/18065488 icid sr156-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Innovation-Lab-Citi-New-York-NY-10001/citi4/18065488?icid=sr156-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-intermediate-the-judge-group-creve-coeur-mo-63141/cxjudgpa/581650 icid sr303-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DATA-SCIENTIST-%26%2345-INTERMEDIATE-The-Judge-Group-Creve-Coeur-MO-63141/cxjudgpa/581650?icid=sr303-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-intermediate-the-judge-group-ladue-mo-63124/cxjudgpa/584175 icid sr305-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DATA-SCIENTIST-%26%2345-INTERMEDIATE-The-Judge-Group-Ladue-MO-63124/cxjudgpa/584175?icid=sr305-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-machine-learning-excell-cambridge-ma-02142/excell/18 26 234503327 icid sr248-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Machine-Learning-eXcell-Cambridge-MA-02142/excell/18%26%234503327?icid=sr248-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-nlp- 26-ai- 40tech-consulting-group-san-jose-ca-95113/techa001/ 26 2345g 26 2345taru 26 2345ds icid sr291-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-NLP-%26-Ai-%40tech-Consulting-Group-San-Jose-CA-95113/techa001/%26%2345G%26%2345TARU%26%2345DS?icid=sr291-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-only-local-to-mn-javen-technologies 2c-inc-richfield-mn-55423/10334594/data scientist icid sr322-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Only-Local-to-MN-Javen-Technologies%2C-Inc-Richfield-MN-55423/10334594/DATA_SCIENTIST?icid=sr322-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-only-locals-to-california-srs-consulting-inc-san-jose-ca-95101/10124308/650025 icid sr323-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Only-locals-to-California-SRS-Consulting-Inc-San-Jose-CA-95101/10124308/650025?icid=sr323-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-research-informatics-city-of-hope-irwindale-ca-91010/rtx16118e/13926 icid sr188-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Research-Informatics-City-of-Hope-Irwindale-CA-91010/RTX16118e/13926?icid=sr188-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-san-juan 2c-pr-unitedhealth-group-san-juan-pr-00901/uhgbot/790045 icid sr275-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-San-Juan%2C-PR-UnitedHealth-Group-San-Juan-PR-00901/uhgbot/790045?icid=sr275-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-senior-leidos-bethesda--/scncapi2/tr 26 2345658262 icid sr190-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Senior-Leidos-Bethesda--/SCNCAPI2/TR%26%2345658262?icid=sr190-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-senior-the-judge-group-creve-coeur-mo-63141/cxjudgpa/583649 icid sr257-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DATA-SCIENTIST-%26%2345-SENIOR-The-Judge-Group-Creve-Coeur-MO-63141/cxjudgpa/583649?icid=sr257-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-senior-the-judge-group-ladue-mo-63124/cxjudgpa/584954 icid sr254-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DATA-SCIENTIST-%26%2345-SENIOR-The-Judge-Group-Ladue-MO-63124/cxjudgpa/584954?icid=sr254-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-senior-the-judge-group-saint-louis-mo-63101/cxjudgpa/585650 icid sr252-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/DATA-SCIENTIST-%26%2345-SENIOR-The-Judge-Group-Saint-Louis-MO-63101/cxjudgpa/585650?icid=sr252-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-sql 2c-python 26 2347r-cybercoders-san-jose-ca-95101/cybercod/cl2 26 2345datascientistsanjose1 icid sr289-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-SQL%2C-Python%26%2347R-CyberCoders-San-Jose-CA-95101/cybercod/CL2%26%2345datascientistsanjose1?icid=sr289-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2345-u s -travel-agency-and 26 2347or-airline-experience-cybercoders-tampa-fl-33601/cybercod/cw1 26 234514823391 icid sr349-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-U.S.-Travel-Agency-and%26%2347or-Airline-Experience-CyberCoders-Tampa-FL-33601/cybercod/CW1%26%234514823391?icid=sr349-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-analyst-ableforce-san-diego-ca-92131/10238334/633029 icid sr250-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Analyst-AbleForce-San-Diego-CA-92131/10238334/633029?icid=sr250-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-analyst-bis-consulting-inc -research-triangle-park-nc-27711/rtl432449/dsrtp icid sr264-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Analyst-BIS-Consulting-Inc.-Research-Triangle-Park-NC-27711/RTL432449/DSrtp?icid=sr264-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-analyst-source-one-technical-solutions-llc-duluth-ga-30097/sourcepi/646989 icid sr245-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Analyst-Source-One-Technical-Solutions-LLC-Duluth-GA-30097/sourcepi/646989?icid=sr245-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-machine-learning- 26 2345-fte-200k 2b 2c-15 26 2337-bonus 2c-equity-projas-technologies 2c-llc-palo-alto-ca-94301/10126850/th 26 2345datasc 26 2345ml icid sr368-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Machine-learning-%26%2345-FTE-200K%2B%2C-15%26%2337-bonus%2C-Equity-Projas-Technologies%2C-LLC-Palo-Alto-CA-94301/10126850/TH%26%2345DATASC%26%2345ML?icid=sr368-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-machine-learning- 26 2347-ai- -90 26 2345115- 26 2347hr- -direct-client-projas-technologies 2c-llc-south-san-francisco-ca-94080/10126850/s 26 2345data 26 2345ml icid sr366-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Machine-Learning-%26%2347-AI-***-90%26%2345115-%26%2347hr-***-Direct-Client-Projas-Technologies%2C-LLC-South-San-Francisco-CA-94080/10126850/S%26%2345DATA%26%2345ML?icid=sr366-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-machine-learning-engineer-datawave-technologies-tampa-fl-33606/90696805/2018 26 2345190 icid sr318-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-scientist-%26%2347-Machine-Learning-Engineer-Datawave-Technologies-Tampa-FL-33606/90696805/2018%26%2345190?icid=sr318-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-machine-learning-government-systems-technologies-inc - 28gsti 29-wilmington-de-19801/10315211/mph2004h icid sr269-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Machine-Learning-Government-Systems-Technologies-Inc.-%28GSTi%29-Wilmington-DE-19801/10315211/MPH2004H?icid=sr269-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-operations-research-analyst- 26 2345-bhjob2052 15065-visionaire-partners-atlanta-ga-30309/10294321/bhjob2052 15065 icid sr333-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Operations-Research-Analyst-%26%2345-BHJOB2052_15065-Visionaire-Partners-Atlanta-GA-30309/10294321/BHJOB2052_15065?icid=sr333-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347-quantitative-analyst-ved-software-services 2c-inc -boston-ma-02110/vedmi001/638077 icid sr270-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-Quantitative-Analyst-VED-Software-Services%2C-Inc.-Boston-MA-02110/vedmi001/638077?icid=sr270-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 26 2347natural-language-processing-in-morrisville 2c-nc-super-technology-solutions 2c-inc -morrisville-nc-27560/10317361/rk960 icid sr351-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347Natural-Language-Processing-in-Morrisville%2C-NC-Super-Technology-Solutions%2C-Inc.-Morrisville-NC-27560/10317361/RK960?icid=sr351-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28 relocation-assistance-available 29-cybercoders-san-francisco-ca-94101/cybercod/sz2 26 234514621841 icid sr286-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28*Relocation-Assistance-Available%29-CyberCoders-San-Francisco-CA-94101/cybercod/SZ2%26%234514621841?icid=sr286-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28data-engineer 29-acclaim-systems-alpharetta-ga-30005/acclaim/acck 26 2345ga 26 2345data icid sr301-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28data-engineer%29-Acclaim-Systems-Alpharetta-GA-30005/acclaim/acck%26%2345GA%26%2345Data?icid=sr301-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28direct-hire 29-teamsoft-chicago-il-60612/10110872/10503 sci chi icid sr292-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28Direct-Hire%29-TeamSoft-Chicago-IL-60612/10110872/10503_SCI_CHI?icid=sr292-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28journeyman 29-leidos-reston--/scncapi2/tr 26 2345661243 icid sr178-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28Journeyman%29-Leidos-Reston--/SCNCAPI2/TR%26%2345661243?icid=sr178-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28precision-medicine-and-genomics 29-essex-management-rockville-md-20852/rtl106108/657508 icid sr297-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28Precision-Medicine-and-Genomics%29-Essex-Management-Rockville-MD-20852/RTL106108/657508?icid=sr297-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28python 26 2347r 29- 26 2345-people-analytics-deloitte-orlando-fl-32801/10106525/e19orlcacds003 26 2345hc icid sr310-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28Python%26%2347R%29-%26%2345-People-Analytics-Deloitte-Orlando-FL-32801/10106525/E19ORLCACDS003%26%2345HC?icid=sr310-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28sas-programmer 29- 26 2345-part-time-seacoast-banking-stuart-fl-34994/91088976/654010 icid sr362-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28SAS-Programmer%29-%26%2345-Part-Time-Seacoast-Banking-Stuart-FL-34994/91088976/654010?icid=sr362-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28sas-programmer 29- 26 2345-part-time-seacoast-banking-winter-park-fl-32789/91088976/654026 icid sr361-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28SAS-Programmer%29-%26%2345-Part-Time-Seacoast-Banking-Winter-Park-FL-32789/91088976/654026?icid=sr361-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28senior 29-leidos-reston--/scncapi2/tr 26 2345661244 icid sr177-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28Senior%29-Leidos-Reston--/SCNCAPI2/TR%26%2345661244?icid=sr177-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist- 28sme 29-leidos-reston--/scncapi2/tr 26 2345661246 icid sr179-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-%28SME%29-Leidos-Reston--/SCNCAPI2/TR%26%2345661246?icid=sr179-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-2 26 23473-northrop-grumman-san-diego-ca-92101/mssector/18017616 icid sr271-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-2%26%23473-Northrop-Grumman-San-Diego-CA-92101/MSSector/18017616?icid=sr271-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-3d-staffing-llc -tampa-fl-33601/91013780/660658 icid sr123-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/data-scientist-3D-Staffing-LLC.-Tampa-FL-33601/91013780/660658?icid=sr123-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-3q-digital-new-york-city-ny-10010/91088492/638866 icid sr11-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-3Q-Digital-New-York-City-NY-10010/91088492/638866?icid=sr11-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-4-northrop-grumman-san-diego-ca-92101/mssector/18017619 icid sr272-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-4-Northrop-Grumman-San-Diego-CA-92101/MSSector/18017619?icid=sr272-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-advanced-software-talent-south-san-francisco-ca-94080/atstaff/8617581 icid sr113-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Advanced-Software-Talent-South-San-Francisco-CA-94080/atstaff/8617581?icid=sr113-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-agoda-services-tel-aviv--/90674169/1227658 icid sr10-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Agoda-Services-Tel-Aviv--/90674169/1227658?icid=sr10-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-alpha-recruitment-washington-dc-20001/10369051/609843 icid sr87-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Alpha-Recruitment-Washington-DC-20001/10369051/609843?icid=sr87-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-ams-staffing-inc -waltham-ma-02452/10192616/622712 icid sr31-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-AMS-Staffing-Inc.-Waltham-MA-02452/10192616/622712?icid=sr31-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-and-engineering-intern-leidos-columbia-sc-29201/scncapi2/tr 26 2345661717 icid sr162-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-and-Engineering-Intern-Leidos-Columbia-SC-29201/SCNCAPI2/TR%26%2345661717?icid=sr162-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-andersen-corporation-oak-park-heights-mn-55082/rtl161330/24043 icid sr14-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Andersen-Corporation-Oak-Park-Heights-MN-55082/RTL161330/24043?icid=sr14-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-anveta-inc-greensboro-nc-27401/10312854/646269 icid sr130-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Anveta-Inc-Greensboro-NC-27401/10312854/646269?icid=sr130-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-architect-nthrive-gville-sc-29601/501589903/23021 icid sr295-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Architect-nThrive-Gville-SC-29601/501589903/23021?icid=sr295-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-asurion-llc-nashville-tn-37201/10106849/pro01020 icid sr23-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Asurion-LLC-Nashville-TN-37201/10106849/pro01020?icid=sr23-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-austin-fraser-usa-austin-tx-78701/10347650/bbbh12192 26 2345587 icid sr81-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Austin-Fraser-USA-Austin-TX-78701/10347650/BBBH12192%26%2345587?icid=sr81-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-bay-area-techworkers-san-ramon-ca-94583/bati/pl3561 icid sr118-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Bay-Area-Techworkers-San-Ramon-CA-94583/bati/pl3561?icid=sr118-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-beespoke-denver-co-80237/91078689/479941 icid sr55-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Beespoke-Denver-CO-80237/91078689/479941?icid=sr55-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-bhjob11946 342576-addison-group-houston-tx-77042/10114130/634114 icid sr194-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-BHJOB11946_342576-Addison-Group-Houston-TX-77042/10114130/634114?icid=sr194-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-boxy-charm-pembroke-pines-fl-33027/rtx1ca6be/658648 icid sr1-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Boxy-Charm-Pembroke-Pines-FL-33027/RTX1ca6be/658648?icid=sr1-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-brooksource-denver-co-80045/10110651/jo180989016 26 2345462 icid sr54-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Brooksource-Denver-CO-80045/10110651/JO180989016%26%2345462?icid=sr54-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-business-and-technology-solutions 2c-llc-boston-ma-02111/91074121/580074 icid sr48-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Business-and-Technology-Solutions%2C-LLC-Boston-MA-02111/91074121/580074?icid=sr48-2p&q=%22Data+Scientist%22&l=,False
